"event","payload","import_ts"
"job.actioned","{""action"": ""created"", ""action_made_by"": {""user"": {""email"": ""h.almeida@vendor.example.net"", ""groups"": [{""name"": ""Everyone""}, {""name"": ""NorthPoint BPO Moderator - Image Review""}], ""name"": ""Hugo Almeida""}}, ""job"": {""created_at"": ""2026-07-05T13:32:41.272306Z"", ""entity"": {""attributes"": {""account_age_days"": 302, ""email"": ""user898@example.net"", ""first_name"": ""Kai"", ""id"": ""28999a2e"", ""last_name"": ""Moore"", ""username"": ""market18""}, ""entity_schema"": ""user""}, ""id"": ""2db52bc3-a596-4e86-8845-1f0f71b7e2b7"", ""job_category"": ""standard"", ""num_reports"": 8, ""priority"": 1, ""queue"": {""is_multi_review"": false, ""slug"": ""flagged-images""}, ""status"": ""open""}, ""notes"": ""wrong queue"", ""source"": ""manual"", ""timestamp"": ""2026-07-05T13:56:41.272306+00:00""}","2026-07-05 13:57:36"
"job.actioned","{""action"": ""created"", ""action_made_by"": {""user"": {""email"": ""e.demir@example.com"", ""groups"": [{""name"": ""Everyone""}, {""name"": ""Admin""}, {""name"": ""Workflow Admins""}], ""name"": ""Elif Demir""}}, ""job"": {""created_at"": ""2026-07-05T10:54:39.601093Z"", ""entity"": {""attributes"": {""caption"": ""Travel silver market stage society ready."", ""created"": ""2026-07-22T17:24:18.091350Z"", ""id"": ""d99ed353"", ""media_count"": 4, ""object_url"": ""https://example.com/image/d99ed353""}, ""entity_schema"": ""image_post""}, ""id"": ""56108bc8-6944-4409-8d9d-1c6e6d54e579"", ""job_category"": ""standard"", ""num_reports"": 5, ""priority"": 0, ""queue"": {""is_multi_review"": true, ""slug"": ""high-harm-review""}, ""status"": ""open""}, ""notes"": ""Travel market candle."", ""source"": ""manual"", ""timestamp"": ""2026-07-05T17:05:39.601093+00:00""}","2026-07-05 17:05:44"
"job.actioned","{""action"": ""created"", ""action_made_by"": {""user"": {""email"": ""i.chen@vendor.example.net"", ""groups"": [{""name"": ""Everyone""}, {""name"": ""Lakeside BPO Moderator - Abuse Moderation""}], ""name"": ""Ivy Chen""}}, ""job"": {""created_at"": ""2026-07-05T19:07:14.086713Z"", ""entity"": {""attributes"": {""caption"": ""Practice quiet signal silver travel stage moment stage garden."", ""created"": ""2026-07-17T00:04:25.447023Z"", ""id"": ""9128bd6b"", ""media_count"": 1, ""object_url"": ""https://example.com/image/9128bd6b""}, ""entity_schema"": ""image_post""}, ""id"": ""a35d2c6f-eaef-4916-86e3-0bcb4b020262"", ""job_category"": ""standard"", ""num_reports"": 7, ""priority"": 0, ""queue"": {""is_multi_review"": true, ""slug"": ""escalations""}, ""status"": ""open""}, ""notes"": ""wrong queue"", ""source"": ""manual"", ""timestamp"": ""2026-07-05T22:54:14.086713+00:00""}","2026-07-05 22:54:28"
"job.actioned","{""action"": ""escalated"", ""action_made_by"": {""workflow"": {""event"": {""entity"": {""attributes"": {""caption"": ""Window travel window record figure record society listen society ready practice."", ""created"": ""2026-07-26T18:26:10.373635Z"", ""id"": ""4354f627"", ""object_url"": ""https://example.com/post/4354f627""}, ""entity_schema"": ""text_post""}, ""event_name"": ""ESCALATE""}, ""id"": ""efca2fc6-4a74-47b4-915b-582ccb181d18"", ""name"": ""Auto-escalate high harm"", ""rule"": {""id"": ""4ce7b5c8-aa85-4082-9bd1-89e1833896a2"", ""name"": ""High harm classifier over threshold""}, ""trigger_type"": ""ENTITY_CREATED""}}, ""job"": {""created_at"": ""2026-07-05T10:54:39.601093Z"", ""entity"": {""attributes"": {""caption"": ""Travel silver market stage society ready."", ""created"": ""2026-07-22T17:24:18.091350Z"", ""id"": ""d99ed353"", ""media_count"": 4, ""object_url"": ""https://example.com/image/d99ed353""}, ""entity_schema"": ""image_post""}, ""id"": ""56108bc8-6944-4409-8d9d-1c6e6d54e579"", ""job_category"": ""standard"", ""num_reports"": 5, ""priority"": 0, ""queue"": {""is_multi_review"": true, ""slug"": ""high-harm-review""}, ""status"": ""open""}, ""notes"": """", ""source"": ""workflow"", ""timestamp"": ""2026-07-06T03:04:39.601093+00:00""}","2026-07-06 03:05:19"
"job.actioned","{""action"": ""created"", ""action_made_by"": {""user"": {""email"": ""e.demir@example.com"", ""groups"": [{""name"": ""Everyone""}, {""name"": ""Admin""}, {""name"": ""Workflow Admins""}], ""name"": ""Elif Demir""}}, ""job"": {""created_at"": ""2026-07-05T22:30:37.675451Z"", ""entity"": {""attributes"": {""account_age_days"": 382, ""email"": ""user569@example.net"", ""first_name"": ""Tomas"", ""id"": ""38cbc68c"", ""last_name"": ""Ferrer"", ""username"": ""silver26""}, ""entity_schema"": ""user""}, ""id"": ""fe08580d-cd28-443e-89e5-f5e70e454a5b"", ""job_category"": ""standard"", ""num_reports"": 2, ""priority"": 0, ""queue"": {""is_multi_review"": true, ""slug"": ""high-harm-review""}, ""status"": ""open""}, ""notes"": ""Pattern moment matter ready."", ""source"": ""manual"", ""timestamp"": ""2026-07-06T03:38:37.675451+00:00""}","2026-07-06 03:39:29"
"job.actioned","{""action"": ""skipped"", ""action_made_by"": {""user"": {""email"": ""e.demir@example.com"", ""groups"": [{""name"": ""Everyone""}, {""name"": ""Admin""}, {""name"": ""Workflow Admins""}], ""name"": ""Elif Demir""}}, ""job"": {""created_at"": ""2026-07-05T10:54:39.601093Z"", ""entity"": {""attributes"": {""caption"": ""Travel silver market stage society ready."", ""created"": ""2026-07-22T17:24:18.091350Z"", ""id"": ""d99ed353"", ""media_count"": 4, ""object_url"": ""https://example.com/image/d99ed353""}, ""entity_schema"": ""image_post""}, ""id"": ""56108bc8-6944-4409-8d9d-1c6e6d54e579"", ""job_category"": ""standard"", ""num_reports"": 5, ""priority"": 0, ""queue"": {""is_multi_review"": true, ""slug"": ""high-harm-review""}, ""status"": ""open""}, ""notes"": ""Practice market figure."", ""source"": ""manual"", ""timestamp"": ""2026-07-06T04:34:39.601093+00:00""}","2026-07-06 04:35:48"
"job.actioned","{""action"": ""changed_queue"", ""action_made_by"": {""user"": {""email"": ""h.almeida@vendor.example.net"", ""groups"": [{""name"": ""Everyone""}, {""name"": ""NorthPoint BPO Moderator - Image Review""}], ""name"": ""Hugo Almeida""}}, ""job"": {""created_at"": ""2026-07-05T10:54:39.601093Z"", ""entity"": {""attributes"": {""caption"": ""Travel silver market stage society ready."", ""created"": ""2026-07-22T17:24:18.091350Z"", ""id"": ""d99ed353"", ""media_count"": 4, ""object_url"": ""https://example.com/image/d99ed353""}, ""entity_schema"": ""image_post""}, ""id"": ""56108bc8-6944-4409-8d9d-1c6e6d54e579"", ""job_category"": ""standard"", ""num_reports"": 5, ""priority"": 0, ""queue"": {""is_multi_review"": true, ""slug"": ""high-harm-review""}, ""status"": ""open""}, ""notes"": ""Pattern window bridge."", ""source"": ""manual"", ""timestamp"": ""2026-07-06T06:33:39.601093+00:00""}","2026-07-06 06:34:41"
"job.actioned","{""action"": ""changed_queue"", ""action_made_by"": {""user"": {""email"": ""h.almeida@vendor.example.net"", ""groups"": [{""name"": ""Everyone""}, {""name"": ""NorthPoint BPO Moderator - Image Review""}], ""name"": ""Hugo Almeida""}}, ""job"": {""created_at"": ""2026-07-05T19:07:14.086713Z"", ""entity"": {""attributes"": {""caption"": ""Practice quiet signal silver travel stage moment stage garden."", ""created"": ""2026-07-17T00:04:25.447023Z"", ""id"": ""9128bd6b"", ""media_count"": 1, ""object_url"": ""https://example.com/image/9128bd6b""}, ""entity_schema"": ""image_post""}, ""id"": ""a35d2c6f-eaef-4916-86e3-0bcb4b020262"", ""job_category"": ""standard"", ""num_reports"": 7, ""priority"": 0, ""queue"": {""is_multi_review"": true, ""slug"": ""escalations""}, ""status"": ""open""}, ""notes"": ""Pattern matter candle pattern practice matter."", ""source"": ""manual"", ""timestamp"": ""2026-07-06T10:52:14.086713+00:00""}","2026-07-06 10:53:28"
"job.actioned","{""action"": ""cancelled"", ""action_made_by"": {""workflow"": {""event"": {""entity"": {""attributes"": {""caption"": ""Market quiet quiet stage stage season practice season season silver market reason."", ""created"": ""2026-07-19T03:26:59.215082Z"", ""id"": ""79979410"", ""object_url"": ""https://example.com/post/79979410""}, ""entity_schema"": ""text_post""}, ""event_name"": ""SEND_TO_QUEUE""}, ""id"": ""7a8b9c0d-7777-4444-8888-111122223333"", ""name"": ""Close related jobs on decision"", ""rule"": {""id"": ""8b9c0d1e-8888-4444-8888-222233334444"", ""name"": ""Duplicate report suppression""}, ""trigger_type"": ""DECISION_CREATED""}}, ""job"": {""created_at"": ""2026-07-05T22:30:37.675451Z"", ""entity"": {""attributes"": {""account_age_days"": 382, ""email"": ""user569@example.net"", ""first_name"": ""Tomas"", ""id"": ""38cbc68c"", ""last_name"": ""Ferrer"", ""username"": ""silver26""}, ""entity_schema"": ""user""}, ""id"": ""fe08580d-cd28-443e-89e5-f5e70e454a5b"", ""job_category"": ""standard"", ""num_reports"": 2, ""priority"": 0, ""queue"": {""is_multi_review"": true, ""slug"": ""high-harm-review""}, ""status"": ""cancelled""}, ""notes"": """", ""source"": ""workflow"", ""timestamp"": ""2026-07-06T15:04:37.675451+00:00""}","2026-07-06 15:05:56"
"job.actioned","{""action"": ""created"", ""action_made_by"": {""user"": {""email"": ""i.chen@vendor.example.net"", ""groups"": [{""name"": ""Everyone""}, {""name"": ""Lakeside BPO Moderator - Abuse Moderation""}], ""name"": ""Ivy Chen""}}, ""job"": {""created_at"": ""2026-07-06T12:32:36.983137Z"", ""entity"": {""attributes"": {""caption"": ""Signal quiet ready matter travel figure bridge season."", ""created"": ""2026-07-27T14:43:46.271435Z"", ""id"": ""fcd93cf1"", ""object_url"": ""https://example.com/post/fcd93cf1""}, ""entity_schema"": ""text_post""}, ""id"": ""843786b0-25e5-49b7-8742-a771dc152f80"", ""job_category"": ""qa"", ""num_reports"": 2, ""priority"": 0, ""queue"": {""is_multi_review"": false, ""slug"": ""user-reports""}, ""status"": ""open""}, ""notes"": ""Society society stage society pattern."", ""source"": ""manual"", ""timestamp"": ""2026-07-06T19:04:36.983137+00:00""}","2026-07-06 19:04:47"
"job.actioned","{""action"": ""skipped"", ""action_made_by"": {""user"": {""email"": ""h.almeida@vendor.example.net"", ""groups"": [{""name"": ""Everyone""}, {""name"": ""NorthPoint BPO Moderator - Image Review""}], ""name"": ""Hugo Almeida""}}, ""job"": {""created_at"": ""2026-07-05T19:07:14.086713Z"", ""id"": ""a35d2c6f-eaef-4916-86e3-0bcb4b020262"", ""job_category"": ""standard"", ""num_reports"": 7, ""priority"": 0, ""queue"": {""is_multi_review"": true, ""slug"": ""escalations""}, ""status"": ""open""}, ""notes"": ""wrong queue"", ""source"": ""manual"", ""timestamp"": ""2026-07-06T21:16:14.086713+00:00""}","2026-07-06 21:17:23"
"job.actioned","{""action"": ""skipped"", ""action_made_by"": {""user"": {""email"": ""h.almeida@vendor.example.net"", ""groups"": [{""name"": ""Everyone""}, {""name"": ""NorthPoint BPO Moderator - Image Review""}], ""name"": ""Hugo Almeida""}}, ""job"": {""created_at"": ""2026-07-05T19:07:14.086713Z"", ""id"": ""a35d2c6f-eaef-4916-86e3-0bcb4b020262"", ""job_category"": ""standard"", ""num_reports"": 7, ""priority"": 0, ""queue"": {""is_multi_review"": true, ""slug"": ""escalations""}, ""status"": ""open""}, ""notes"": """", ""source"": ""manual"", ""timestamp"": ""2026-07-06T23:38:14.086713+00:00""}","2026-07-06 23:39:41"
"job.actioned","{""action"": ""assigned"", ""action_made_by"": {""user"": {""email"": ""a.okafor@example.com"", ""groups"": [{""name"": ""Everyone""}, {""name"": ""Reviewers""}], ""name"": ""Ada Okafor""}}, ""job"": {""created_at"": ""2026-07-05T22:30:37.675451Z"", ""entity"": {""attributes"": {""account_age_days"": 382, ""email"": ""user569@example.net"", ""first_name"": ""Tomas"", ""id"": ""38cbc68c"", ""last_name"": ""Ferrer"", ""username"": ""silver26""}, ""entity_schema"": ""user""}, ""id"": ""fe08580d-cd28-443e-89e5-f5e70e454a5b"", ""job_category"": ""standard"", ""num_reports"": 2, ""priority"": 0, ""queue"": {""is_multi_review"": true, ""slug"": ""high-harm-review""}, ""status"": ""open""}, ""notes"": """", ""source"": ""manual"", ""timestamp"": ""2026-07-07T02:36:37.675451+00:00""}","2026-07-07 02:37:25"
"job.actioned","{""action"": ""escalated"", ""action_made_by"": {}, ""job"": {""created_at"": ""2026-07-06T12:32:36.983137Z"", ""entity"": {""attributes"": {""caption"": ""Signal quiet ready matter travel figure bridge season."", ""created"": ""2026-07-27T14:43:46.271435Z"", ""id"": ""fcd93cf1"", ""object_url"": ""https://example.com/post/fcd93cf1""}, ""entity_schema"": ""text_post""}, ""id"": ""843786b0-25e5-49b7-8742-a771dc152f80"", ""job_category"": ""qa"", ""num_reports"": 2, ""priority"": 0, ""queue"": {""is_multi_review"": false, ""slug"": ""user-reports""}, ""status"": ""open""}, ""notes"": """", ""source"": ""auto"", ""timestamp"": ""2026-07-07T05:22:36.983137+00:00""}","2026-07-07 05:23:55"
"job.actioned","{""action"": ""changed_queue"", ""action_made_by"": {""user"": {""email"": ""h.almeida@vendor.example.net"", ""groups"": [{""name"": ""Everyone""}, {""name"": ""NorthPoint BPO Moderator - Image Review""}], ""name"": ""Hugo Almeida""}}, ""job"": {""created_at"": ""2026-07-05T19:07:14.086713Z"", ""entity"": {""attributes"": {""caption"": ""Practice quiet signal silver travel stage moment stage garden."", ""created"": ""2026-07-17T00:04:25.447023Z"", ""id"": ""9128bd6b"", ""media_count"": 1, ""object_url"": ""https://example.com/image/9128bd6b""}, ""entity_schema"": ""image_post""}, ""id"": ""a35d2c6f-eaef-4916-86e3-0bcb4b020262"", ""job_category"": ""standard"", ""num_reports"": 7, ""priority"": 0, ""queue"": {""is_multi_review"": true, ""slug"": ""escalations""}, ""status"": ""open""}, ""notes"": ""wrong queue"", ""source"": ""manual"", ""timestamp"": ""2026-07-07T14:36:14.086713+00:00""}","2026-07-07 14:36:51"
"job.actioned","{""action"": ""escalated"", ""action_made_by"": {}, ""job"": {""created_at"": ""2026-07-06T12:32:36.983137Z"", ""id"": ""843786b0-25e5-49b7-8742-a771dc152f80"", ""job_category"": ""qa"", ""num_reports"": 2, ""priority"": 0, ""queue"": {""is_multi_review"": false, ""slug"": ""user-reports""}, ""status"": ""open""}, ""notes"": """", ""source"": ""auto"", ""timestamp"": ""2026-07-07T15:04:36.983137+00:00""}","2026-07-07 15:06:04"
"job.actioned","{""action"": ""changed_queue"", ""action_made_by"": {""workflow"": {""event"": {""entity"": {""attributes"": {""account_age_days"": 1450, ""email"": ""user552@example.net"", ""first_name"": ""Noor"", ""id"": ""b6b3f699"", ""last_name"": ""Bell"", ""username"": ""window85""}, ""entity_schema"": ""user""}, ""event_name"": ""SEND_TO_QUEUE""}, ""id"": ""efca2fc6-4a74-47b4-915b-582ccb181d18"", ""name"": ""Auto-escalate high harm"", ""rule"": {""id"": ""4ce7b5c8-aa85-4082-9bd1-89e1833896a2"", ""name"": ""High harm classifier over threshold""}, ""trigger_type"": ""ENTITY_CREATED""}}, ""job"": {""created_at"": ""2026-07-06T12:32:36.983137Z"", ""entity"": {""attributes"": {""caption"": ""Signal quiet ready matter travel figure bridge season."", ""created"": ""2026-07-27T14:43:46.271435Z"", ""id"": ""fcd93cf1"", ""object_url"": ""https://example.com/post/fcd93cf1""}, ""entity_schema"": ""text_post""}, ""id"": ""843786b0-25e5-49b7-8742-a771dc152f80"", ""job_category"": ""qa"", ""num_reports"": 2, ""priority"": 0, ""queue"": {""is_multi_review"": false, ""slug"": ""user-reports""}, ""status"": ""open""}, ""notes"": """", ""source"": ""workflow"", ""timestamp"": ""2026-07-07T16:28:36.983137+00:00""}","2026-07-07 16:29:15"
"job.actioned","{""action"": ""assigned"", ""action_made_by"": {""user"": {""email"": ""i.chen@vendor.example.net"", ""groups"": [{""name"": ""Everyone""}, {""name"": ""Lakeside BPO Moderator - Abuse Moderation""}], ""name"": ""Ivy Chen""}}, ""job"": {""created_at"": ""2026-07-06T12:32:36.983137Z"", ""entity"": {""attributes"": {""caption"": ""Signal quiet ready matter travel figure bridge season."", ""created"": ""2026-07-27T14:43:46.271435Z"", ""id"": ""fcd93cf1"", ""object_url"": ""https://example.com/post/fcd93cf1""}, ""entity_schema"": ""text_post""}, ""id"": ""843786b0-25e5-49b7-8742-a771dc152f80"", ""job_category"": ""qa"", ""num_reports"": 2, ""priority"": 0, ""queue"": {""is_multi_review"": false, ""slug"": ""user-reports""}, ""status"": ""open""}, ""notes"": """", ""source"": ""manual"", ""timestamp"": ""2026-07-08T02:59:36.983137+00:00""}","2026-07-08 03:00:39"
"job.actioned","{""action"": ""changed_queue"", ""action_made_by"": {""user"": {""email"": ""a.okafor@example.com"", ""groups"": [{""name"": ""Everyone""}, {""name"": ""Reviewers""}], ""name"": ""Ada Okafor""}}, ""job"": {""created_at"": ""2026-07-05T19:07:14.086713Z"", ""entity"": {""attributes"": {""caption"": ""Practice quiet signal silver travel stage moment stage garden."", ""created"": ""2026-07-17T00:04:25.447023Z"", ""id"": ""9128bd6b"", ""media_count"": 1, ""object_url"": ""https://example.com/image/9128bd6b""}, ""entity_schema"": ""image_post""}, ""id"": ""a35d2c6f-eaef-4916-86e3-0bcb4b020262"", ""job_category"": ""standard"", ""num_reports"": 7, ""priority"": 0, ""queue"": {""is_multi_review"": true, ""slug"": ""escalations""}, ""status"": ""open""}, ""notes"": """", ""source"": ""manual"", ""timestamp"": ""2026-07-08T05:02:14.086713+00:00""}","2026-07-08 05:02:39"
"job.actioned","{""action"": ""returned"", ""action_made_by"": {""user"": {""email"": ""i.chen@vendor.example.net"", ""groups"": [{""name"": ""Everyone""}, {""name"": ""Lakeside BPO Moderator - Abuse Moderation""}], ""name"": ""Ivy Chen""}}, ""job"": {""created_at"": ""2026-07-06T12:32:36.983137Z"", ""entity"": {""attributes"": {""caption"": ""Signal quiet ready matter travel figure bridge season."", ""created"": ""2026-07-27T14:43:46.271435Z"", ""id"": ""fcd93cf1"", ""object_url"": ""https://example.com/post/fcd93cf1""}, ""entity_schema"": ""text_post""}, ""id"": ""843786b0-25e5-49b7-8742-a771dc152f80"", ""job_category"": ""qa"", ""num_reports"": 2, ""priority"": 0, ""queue"": {""is_multi_review"": false, ""slug"": ""user-reports""}, ""status"": ""open""}, ""notes"": ""Moment market."", ""source"": ""manual"", ""timestamp"": ""2026-07-08T12:06:36.983137+00:00""}","2026-07-08 12:07:38"
"job.actioned","{""action"": ""created"", ""action_made_by"": {""user"": {""email"": ""c.wei@example.com"", ""groups"": [{""name"": ""Everyone""}, {""name"": ""Reviewers""}, {""name"": ""Escalation Team""}], ""name"": ""Chen Wei""}}, ""job"": {""created_at"": ""2026-07-08T20:20:08.278926Z"", ""entity"": {""attributes"": {""caption"": ""Ready ready candle society moment pattern ready."", ""created"": ""2026-07-17T07:22:34.981713Z"", ""id"": ""f4df1ad7"", ""object_url"": ""https://example.com/post/f4df1ad7""}, ""entity_schema"": ""text_post""}, ""id"": ""f2801ed6-ef5d-4bd2-83dd-a0f511514995"", ""job_category"": ""standard"", ""num_reports"": 3, ""priority"": 2, ""queue"": {""is_multi_review"": false, ""slug"": ""flagged-text""}, ""status"": ""open""}, ""notes"": ""Travel ready stage market."", ""source"": ""manual"", ""timestamp"": ""2026-07-08T21:11:08.278926+00:00""}","2026-07-08 21:11:58"
