"event","payload","import_ts"
"job.closed","{""decisions"": [{""enforcement_actions"": [""remove_content""], ""entity"": {""attributes"": {""caption"": ""Silver record market signal garden candle window bridge candle."", ""created"": ""2026-07-05T06:18:50Z"", ""id"": ""feaef916"", ""object_url"": ""https://example.com/post/feaef916""}, ""entity_schema"": ""text_post"", ""predictions"": [{""attributes"": [""caption""], ""confidence"": ""MEDIUM"", ""inference_id"": ""6d060093-6a67-45ca-8d4f-d9fccfe5585d"", ""is_positive"": true, ""policy_id"": ""09049cc6-ddf9-47fe-b6ff-1d266a3aad7d"", ""score"": 0.7022}]}, ""policies"": [{""id"": ""09049cc6-ddf9-47fe-b6ff-1d266a3aad7d"", ""name"": ""Threats of Violence""}, {""id"": ""4d5e6f70-4444-4444-8888-ddddeeeeffff"", ""name"": ""Self-Harm and Suicide""}], ""source"": {""type"": ""automated""}, ""timestamp"": ""2026-07-20T15:36:18.502068+00:00""}], ""job"": {""category"": ""qa"", ""created_at"": ""2026-07-18T01:43:18Z"", ""entity"": {""attributes"": {""caption"": ""Silver record market signal garden candle window bridge candle."", ""created"": ""2026-07-05T06:18:50Z"", ""id"": ""feaef916"", ""object_url"": ""https://example.com/post/feaef916""}, ""entity_schema"": ""text_post""}, ""id"": ""9b93d519-ee93-4df4-80dc-32bf0a35d2c6"", ""queue"": {""is_multi_review"": true, ""slug"": ""high-harm-review""}}, ""timestamp"": ""2026-07-20T15:42:37Z""}","2026-07-20 15:42:55"
"job.closed","{""decisions"": [{""enforcement_actions"": [""ban_user""], ""entity"": {""attributes"": {""account_age_days"": 461, ""email"": ""user622@example.net"", ""first_name"": ""Kai"", ""id"": ""3fcdbdff"", ""last_name"": ""Hall"", ""username"": ""society97""}, ""entity_schema"": ""user"", ""predictions"": [{""attributes"": [""caption""], ""confidence"": ""HIGH"", ""inference_id"": ""166a2ab0-b761-4d3c-8ccf-83ba4209af74"", ""is_positive"": true, ""policy_id"": ""1a2b3c4d-1111-4444-8888-aaaabbbbcccc"", ""score"": 0.9717}]}, ""policies"": [{""id"": ""1a2b3c4d-1111-4444-8888-aaaabbbbcccc"", ""name"": ""Harassment - Severe""}], ""source"": {""type"": ""manual""}, ""timestamp"": ""2026-07-21T09:21:29.610497+00:00""}], ""job"": {""category"": ""training"", ""created_at"": ""2026-07-18T03:45:29Z"", ""entity"": {""attributes"": {""account_age_days"": 461, ""email"": ""user622@example.net"", ""first_name"": ""Kai"", ""id"": ""3fcdbdff"", ""last_name"": ""Hall"", ""username"": ""society97""}, ""entity_schema"": ""user""}, ""id"": ""54fcb456-d472-42c0-88cc-064b9685eead"", ""queue"": {""is_multi_review"": false, ""slug"": ""flagged-text""}}, ""timestamp"": ""2026-07-21T09:24:30Z""}","2026-07-21 09:25:34"
"job.closed","{""decisions"": [{""enforcement_actions"": [""shadow_ban""], ""entity"": {""attributes"": {""account_age_days"": 277, ""email"": ""user878@example.net"", ""first_name"": ""Noor"", ""id"": ""2d1b27c0"", ""last_name"": ""Moore"", ""username"": ""figure80""}, ""entity_schema"": ""user"", ""predictions"": [{""attributes"": [""username""], ""confidence"": ""MEDIUM"", ""inference_id"": ""677f2080-3e0e-4ed5-8120-b0cae4d154d8"", ""is_positive"": true, ""policy_id"": ""4d5e6f70-4444-4444-8888-ddddeeeeffff"", ""score"": 0.6858}]}, ""policies"": [{""id"": ""4d5e6f70-4444-4444-8888-ddddeeeeffff"", ""name"": ""Self-Harm and Suicide""}, {""id"": ""09049cc6-ddf9-47fe-b6ff-1d266a3aad7d"", ""name"": ""Threats of Violence""}], ""source"": {""type"": ""automated""}, ""timestamp"": ""2026-07-24T23:45:04.441452+00:00""}, {""enforcement_actions"": [""shadow_ban""], ""entity"": {""attributes"": {""account_age_days"": 277, ""email"": ""user878@example.net"", ""first_name"": ""Noor"", ""id"": ""2d1b27c0"", ""last_name"": ""Moore"", ""username"": ""figure80""}, ""entity_schema"": ""user"", ""predictions"": [{""attributes"": [""username""], ""confidence"": ""MEDIUM"", ""inference_id"": ""677f2080-3e0e-4ed5-8120-b0cae4d154d8"", ""is_positive"": true, ""policy_id"": ""4d5e6f70-4444-4444-8888-ddddeeeeffff"", ""score"": 0.6858}]}, ""policies"": [{""id"": ""4d5e6f70-4444-4444-8888-ddddeeeeffff"", ""name"": ""Self-Harm and Suicide""}, {""id"": ""09049cc6-ddf9-47fe-b6ff-1d266a3aad7d"", ""name"": ""Threats of Violence""}], ""source"": {""type"": ""automated""}, ""timestamp"": ""2026-07-24T23:45:04.441452+00:00""}], ""job"": {""category"": ""standard"", ""created_at"": ""2026-07-24T11:14:04Z"", ""entity"": {""attributes"": {""account_age_days"": 277, ""email"": ""user878@example.net"", ""first_name"": ""Noor"", ""id"": ""2d1b27c0"", ""last_name"": ""Moore"", ""username"": ""figure80""}, ""entity_schema"": ""user""}, ""id"": ""71b47043-d925-4a99-8073-ecef5311331d"", ""queue"": {""is_multi_review"": false, ""slug"": ""user-reports""}}, ""timestamp"": ""2026-07-24T23:46:42Z""}","2026-07-24 23:47:16"
"job.closed","{""decisions"": [{""enforcement_actions"": [""no_action""], ""entity"": {""attributes"": {""caption"": ""Pattern moment stage market moment season."", ""created"": ""2026-07-12T05:40:46Z"", ""id"": ""fae556e1"", ""media_count"": 1, ""object_url"": ""https://example.com/image/fae556e1""}, ""entity_schema"": ""image_post""}, ""policies"": [{""id"": ""6f708192-6666-4444-8888-ffff00001111"", ""name"": ""Reviewed - No Violation""}], ""source"": {""type"": ""manual""}, ""timestamp"": ""2026-07-25T14:40:36.107777+00:00""}], ""job"": {""category"": ""standard"", ""created_at"": ""2026-07-23T06:25:36Z"", ""entity"": {""attributes"": {""caption"": ""Pattern moment stage market moment season."", ""created"": ""2026-07-12T05:40:46Z"", ""id"": ""fae556e1"", ""media_count"": 1, ""object_url"": ""https://example.com/image/fae556e1""}, ""entity_schema"": ""image_post""}, ""id"": ""dfc751ae-d6f7-4998-84bc-4b4e2e4f181d"", ""queue"": {""is_multi_review"": false, ""slug"": ""user-reports""}}, ""timestamp"": ""2026-07-25T14:40:48Z""}","2026-07-25 14:41:01"
"job.closed","{""decisions"": [{""enforcement_actions"": [""remove_content"", ""warn_user""], ""entity"": {""attributes"": {""caption"": ""Candle moment record market practice figure figure."", ""created"": ""2026-07-22T15:09:35Z"", ""id"": ""587bd169"", ""object_url"": ""https://example.com/post/587bd169""}, ""entity_schema"": ""text_post""}, ""policies"": [{""id"": ""4d5e6f70-4444-4444-8888-ddddeeeeffff"", ""name"": ""Self-Harm and Suicide""}], ""source"": {""type"": ""manual""}, ""timestamp"": ""2026-07-28T23:41:46.266462+00:00""}, {""enforcement_actions"": [""restrict_account"", ""shadow_ban""], ""entity"": {""attributes"": {""caption"": ""Candle moment record market practice figure figure."", ""created"": ""2026-07-22T15:09:35Z"", ""id"": ""587bd169"", ""object_url"": ""https://example.com/post/587bd169""}, ""entity_schema"": ""text_post""}, ""policies"": [{""id"": ""5e6f7081-5555-4444-8888-eeeeffff0000"", ""name"": ""Spam and Inauthentic Behaviour""}], ""source"": {""type"": ""manual""}, ""timestamp"": ""2026-07-29T22:35:46.266462+00:00""}], ""job"": {""category"": ""appeal"", ""created_at"": ""2026-07-27T22:35:46Z"", ""entity"": {""attributes"": {""caption"": ""Candle moment record market practice figure figure."", ""created"": ""2026-07-22T15:09:35Z"", ""id"": ""587bd169"", ""object_url"": ""https://example.com/post/587bd169""}, ""entity_schema"": ""text_post""}, ""id"": ""6082348b-9a5b-45b5-83ca-35d23731054d"", ""queue"": {""is_multi_review"": false, ""slug"": ""flagged-images""}}, ""timestamp"": ""2026-07-29T22:40:08Z""}","2026-07-29 22:40:25"
"job.closed","{""decisions"": [{""enforcement_actions"": [""restrict_account""], ""entity"": {""attributes"": {""account_age_days"": 907, ""email"": ""user822@example.net"", ""first_name"": ""Noor"", ""id"": ""987f69bb"", ""last_name"": ""Ferrer"", ""username"": ""quiet29""}, ""entity_schema"": ""user""}, ""policies"": [{""id"": ""1a2b3c4d-1111-4444-8888-aaaabbbbcccc"", ""name"": ""Harassment - Severe""}, {""id"": ""6f708192-6666-4444-8888-ffff00001111"", ""name"": ""Reviewed - No Violation""}], ""source"": {""type"": ""automated""}, ""timestamp"": ""2026-07-30T09:29:00.280164+00:00""}], ""job"": {""category"": ""standard"", ""created_at"": ""2026-07-27T15:51:00Z"", ""entity"": {""attributes"": {""account_age_days"": 907, ""email"": ""user822@example.net"", ""first_name"": ""Noor"", ""id"": ""987f69bb"", ""last_name"": ""Ferrer"", ""username"": ""quiet29""}, ""entity_schema"": ""user""}, ""id"": ""901099f9-67ef-4329-8c9c-ca390769530a"", ""queue"": {""is_multi_review"": true, ""slug"": ""escalations""}}, ""timestamp"": ""2026-07-30T09:37:12Z""}","2026-07-30 09:38:06"
"job.closed","{""decisions"": [{""enforcement_actions"": [""no_action""], ""entity"": {""attributes"": {""caption"": ""Harvest practice ready bridge harvest signal practice harvest."", ""created"": ""2026-07-09T17:48:48Z"", ""id"": ""22d824e1"", ""object_url"": ""https://example.com/post/22d824e1""}, ""entity_schema"": ""text_post"", ""predictions"": [{""attributes"": [""biography""], ""confidence"": ""LOW"", ""inference_id"": ""87c9aa32-6a29-490c-85fc-74a31dfcec6f"", ""is_positive"": true, ""policy_id"": ""6f708192-6666-4444-8888-ffff00001111"", ""score"": 0.6185}]}, ""policies"": [{""id"": ""6f708192-6666-4444-8888-ffff00001111"", ""name"": ""Reviewed - No Violation""}], ""source"": {""type"": ""manual""}, ""timestamp"": ""2026-07-31T12:36:02.829880+00:00""}], ""job"": {""category"": ""standard"", ""created_at"": ""2026-07-29T10:14:02Z"", ""entity"": {""attributes"": {""caption"": ""Harvest practice ready bridge harvest signal practice harvest."", ""created"": ""2026-07-09T17:48:48Z"", ""id"": ""22d824e1"", ""object_url"": ""https://example.com/post/22d824e1""}, ""entity_schema"": ""text_post""}, ""id"": ""f996222b-e745-4485-8743-7a9117391019"", ""queue"": {""is_multi_review"": true, ""slug"": ""high-harm-review""}}, ""timestamp"": ""2026-07-31T12:44:52Z""}","2026-07-31 12:45:01"
"job.closed","{""decisions"": [{""enforcement_actions"": [""remove_content"", ""shadow_ban""], ""entity"": {""attributes"": {""duration_seconds"": 231, ""id"": ""e5de2800"", ""object_url"": ""https://example.com/audio/e5de2800"", ""transcript_available"": true}, ""entity_schema"": ""audio_clip""}, ""policies"": [{""id"": ""4d5e6f70-4444-4444-8888-ddddeeeeffff"", ""name"": ""Self-Harm and Suicide""}], ""source"": {""type"": ""manual""}, ""timestamp"": ""2026-07-31T14:19:00+00:00""}], ""job"": {""category"": ""qa"", ""created_at"": ""2026-07-30T19:01:16Z"", ""entity"": {""attributes"": {""duration_seconds"": 231, ""id"": ""e5de2800"", ""object_url"": ""https://example.com/audio/e5de2800"", ""transcript_available"": true}, ""entity_schema"": ""audio_clip""}, ""id"": ""c661eb8a-21ed-4113-8567-7ebee321e380"", ""queue"": {""is_multi_review"": true, ""slug"": ""escalations""}}, ""timestamp"": ""2026-07-31T14:22:35Z""}","2026-07-31 14:23:34"
"job.closed","{""decisions"": [{""enforcement_actions"": [""remove_content"", ""ban_user""], ""entity"": {""attributes"": {""caption"": ""Bridge stage reason market candle matter season window harvest practice bridge stage."", ""created"": ""2026-07-22T01:19:29Z"", ""id"": ""2f74c819"", ""object_url"": ""https://example.com/post/2f74c819""}, ""entity_schema"": ""text_post""}, ""policies"": [{""id"": ""5e6f7081-5555-4444-8888-eeeeffff0000"", ""name"": ""Spam and Inauthentic Behaviour""}, {""id"": ""6f708192-6666-4444-8888-ffff00001111"", ""name"": ""Reviewed - No Violation""}], ""source"": {""type"": ""manual""}, ""timestamp"": ""2026-07-31T16:24:00+00:00""}, {""enforcement_actions"": [""no_action""], ""entity"": {""attributes"": {""caption"": ""Bridge stage reason market candle matter season window harvest practice bridge stage."", ""created"": ""2026-07-22T01:19:29Z"", ""id"": ""2f74c819"", ""object_url"": ""https://example.com/post/2f74c819""}, ""entity_schema"": ""text_post""}, ""policies"": [{""id"": ""6f708192-6666-4444-8888-ffff00001111"", ""name"": ""Reviewed - No Violation""}], ""source"": {""type"": ""manual""}, ""timestamp"": ""2026-07-29T10:54:22.513942+00:00""}], ""job"": {""category"": ""standard"", ""created_at"": ""2026-07-29T01:54:22Z"", ""entity"": {""attributes"": {""caption"": ""Bridge stage reason market candle matter season window harvest practice bridge stage."", ""created"": ""2026-07-22T01:19:29Z"", ""id"": ""2f74c819"", ""object_url"": ""https://example.com/post/2f74c819""}, ""entity_schema"": ""text_post""}, ""id"": ""1b031b86-eb96-4de0-8d3d-43fbffac4cef"", ""queue"": {""is_multi_review"": true, ""slug"": ""high-harm-review""}}, ""timestamp"": ""2026-07-31T16:33:29Z""}","2026-07-31 16:34:43"
"job.closed","{""decisions"": [{""enforcement_actions"": [""shadow_ban""], ""entity"": {""attributes"": {""account_age_days"": 277, ""email"": ""user878@example.net"", ""first_name"": ""Noor"", ""id"": ""2d1b27c0"", ""last_name"": ""Moore"", ""username"": ""figure80""}, ""entity_schema"": ""user"", ""predictions"": [{""attributes"": [""username""], ""confidence"": ""MEDIUM"", ""inference_id"": ""677f2080-3e0e-4ed5-8120-b0cae4d154d8"", ""is_positive"": true, ""policy_id"": ""4d5e6f70-4444-4444-8888-ddddeeeeffff"", ""score"": 0.6858}]}, ""policies"": [{""id"": ""4d5e6f70-4444-4444-8888-ddddeeeeffff"", ""name"": ""Self-Harm and Suicide""}, {""id"": ""09049cc6-ddf9-47fe-b6ff-1d266a3aad7d"", ""name"": ""Threats of Violence""}], ""source"": {""type"": ""automated""}, ""timestamp"": ""2026-07-24T23:45:04.441452+00:00""}, {""enforcement_actions"": [""shadow_ban""], ""entity"": {""attributes"": {""account_age_days"": 277, ""email"": ""user878@example.net"", ""first_name"": ""Noor"", ""id"": ""2d1b27c0"", ""last_name"": ""Moore"", ""username"": ""figure80""}, ""entity_schema"": ""user"", ""predictions"": [{""attributes"": [""username""], ""confidence"": ""MEDIUM"", ""inference_id"": ""677f2080-3e0e-4ed5-8120-b0cae4d154d8"", ""is_positive"": true, ""policy_id"": ""4d5e6f70-4444-4444-8888-ddddeeeeffff"", ""score"": 0.6858}]}, ""policies"": [{""id"": ""4d5e6f70-4444-4444-8888-ddddeeeeffff"", ""name"": ""Self-Harm and Suicide""}, {""id"": ""09049cc6-ddf9-47fe-b6ff-1d266a3aad7d"", ""name"": ""Threats of Violence""}], ""source"": {""type"": ""automated""}, ""timestamp"": ""2026-07-24T23:45:04.441452+00:00""}], ""job"": {""category"": ""standard"", ""created_at"": ""2026-07-24T11:14:04Z"", ""entity"": {""attributes"": {""account_age_days"": 277, ""email"": ""user878@example.net"", ""first_name"": ""Noor"", ""id"": ""2d1b27c0"", ""last_name"": ""Moore"", ""username"": ""figure80""}, ""entity_schema"": ""user""}, ""id"": ""71b47043-d925-4a99-8073-ecef5311331d"", ""queue"": {""is_multi_review"": false, ""slug"": ""user-reports""}}, ""timestamp"": ""2026-07-24T23:46:42Z""}","2026-07-31 17:59:01"
